,Unnamed: 0,Price,District,State,Bedrooms,Tenure,Furnished Type,Size,Bathrooms,Car Slots,House Type,Price per sqft,Price per Bedroom,Room Density,District_code,State_code,Tenure_code,Furnished Type_code,House Type_code,24-Hour Security,Air Conditioner,Badminton Court,Balcony,Basketball Court,Bath Tub,Bbq,Bus Stop,Business Centre,Cafe,Clubhouse,Garage,Garden,Gym,Jacuzzi,Jogging Track,Kitchen Cabinet,Nursery,Parking,Playground,Retail Stores,Salon,Sauna,Squash Court,Swimming Pool,Tennis Courts,Wading Pool
5094,6373,13.267330877756825,selayang,selangor,3.0,freehold,unfurnished,7.313886831633462,2.0,2.0,1-sty terrace/link house,385.33,192666.66666666663,0.002,218,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5095,6374,13.112315061750808,cheras,kuala lumpur,3.0,leasehold,unfurnished,7.0909098220799835,2.0,2.0,1-sty terrace/link house,412.5,165000.0,0.0025,67,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5096,6375,12.604852121186608,merlimau,melaka,3.0,leasehold,unfurnished,7.0909098220799835,2.0,2.0,1-sty terrace/link house,248.33,99333.33333333331,0.0025,164,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,6376,13.76421831620775,kepong,kuala lumpur,3.0,freehold,unfurnished,7.550135342488429,2.0,3.0,1-sty terrace/link house,500.0,316666.6666666667,0.001578947368421,116,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5098,6377,13.579789490265188,kepong,kuala lumpur,3.0,freehold,unfurnished,7.170888478512505,2.0,3.0,1-sty terrace/link house,607.69,263333.3333333333,0.0023076923076923,116,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5099,6378,13.742940940397677,damansara damai,selangor,5.0,leasehold,unfurnished,7.496097345175956,3.0,3.0,1-sty terrace/link house,516.67,186000.0,0.0027777777777777,70,13,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
5100,6379,12.847929163278053,bukit minyak,penang,3.0,freehold,partly furnished,6.90875477931522,2.0,2.0,1-sty terrace/link house,380.0,126666.66666666669,0.003,59,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5101,6380,12.873904582205107,bukit mertajam,penang,3.0,freehold,fully furnished,6.90875477931522,2.0,2.0,1-sty terrace/link house,390.0,130000.0,0.003,58,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5102,6381,13.564483088506746,petaling jaya,selangor,3.0,freehold,unfurnished,6.90875477931522,2.0,2.0,1-sty terrace/link house,778.0,259333.3333333333,0.003,189,13,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0
5103,6382,13.077368103521614,johor bahru,johor,3.0,freehold,unfurnished,7.170888478512505,2.0,2.0,1-sty terrace/link house,367.69,159333.33333333334,0.0023076923076923,103,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,6383,12.765691290604371,kapar,selangor,4.0,freehold,partly furnished,7.170888478512505,2.0,2.0,1-sty terrace/link house,269.23,87500.0,0.003076923076923,110,13,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5105,6384,13.217675375388819,seri kembangan,selangor,3.0,leasehold,unfurnished,7.244941546337007,2.0,2.0,1-sty terrace/link house,392.86,183333.3333333333,0.0021428571428571,232,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5106,6385,13.217675375388819,seri kembangan,selangor,3.0,leasehold,unfurnished,7.244941546337007,2.0,2.0,1-sty terrace/link house,392.86,183333.3333333333,0.0021428571428571,232,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,6388,13.407543823396258,petaling jaya,selangor,3.0,freehold,unfurnished,7.186144304522325,2.0,2.0,1-sty terrace/link house,503.79,221666.66666666663,0.0022727272727272,189,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5108,6389,12.206077645517674,kuantan,pahang,3.0,freehold,unfurnished,6.90975328164481,2.0,2.0,1-sty terrace/link house,199.8,66666.66666666667,0.0029970029970029,143,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5109,6390,13.122365377402328,skudai,johor,3.0,freehold,unfurnished,7.340186835320115,3.0,2.0,1-sty terrace/link house,324.68,166666.66666666666,0.0019480519480519,244,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,6391,13.270785106659046,jinjang,kuala lumpur,4.0,freehold,unfurnished,7.0909098220799835,2.0,2.0,1-sty terrace/link house,483.33,145000.0,0.0033333333333333,101,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5111,6392,13.217675375388819,melaka city,melaka,3.0,leasehold,unfurnished,7.340186835320115,2.0,2.0,1-sty terrace/link house,357.14,183333.3333333333,0.0019480519480519,161,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,6393,13.098072734013513,johor bahru,johor,3.0,freehold,unfurnished,7.340186835320115,2.0,2.0,1-sty terrace/link house,316.88,162666.66666666666,0.0019480519480519,103,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,6394,13.25339339419516,ampang,kuala lumpur,3.0,leasehold,unfurnished,7.00397413672268,1.0,2.0,1-sty terrace/link house,518.18,190000.0,0.0027272727272727,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114,6395,12.919024904363686,semabok,melaka,4.0,freehold,unfurnished,7.045776576879511,3.0,2.0,1-sty terrace/link house,355.71,102000.0,0.003487358326068,219,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5115,6396,12.676079399771027,klang,selangor,3.0,leasehold,unfurnished,7.244941546337007,1.0,2.0,1-sty terrace/link house,228.57,106666.66666666669,0.0021428571428571,123,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5116,6397,12.765691290604371,klang,selangor,3.0,freehold,unfurnished,7.0909098220799835,1.0,2.0,1-sty terrace/link house,291.67,116666.66666666669,0.0025,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5117,6398,12.524530013005734,klang,selangor,3.0,leasehold,unfurnished,7.0909098220799835,2.0,2.0,1-sty terrace/link house,229.17,91666.66666666669,0.0025,123,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118,6399,12.84529412258351,klang,selangor,3.0,freehold,unfurnished,7.00397413672268,1.0,2.0,1-sty terrace/link house,344.55,126333.33333333331,0.0027272727272727,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,6400,12.945628585536271,klang,selangor,3.0,freehold,unfurnished,7.0909098220799835,1.0,2.0,1-sty terrace/link house,349.17,139666.66666666666,0.0025,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5120,6401,13.195615697878253,klang,selangor,4.0,leasehold,unfurnished,7.8013913202914855,2.0,2.0,1-sty terrace/link house,220.22,134500.0,0.0016373311502251,123,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5121,6402,13.384729180332174,klang,selangor,4.0,freehold,unfurnished,8.253488028345904,2.0,2.0,1-sty terrace/link house,169.27,162500.0,0.0010416666666666,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5122,6403,12.821260987319457,klang,selangor,4.0,freehold,unfurnished,7.403061091090091,2.0,2.0,1-sty terrace/link house,225.61,92500.0,0.0024390243902439,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5123,6404,13.056225711649638,klang,selangor,3.0,leasehold,unfurnished,7.409136443920128,2.0,2.0,1-sty terrace/link house,283.64,156000.0,0.0018181818181818,123,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5124,6405,12.834683971615659,klang,selangor,3.0,freehold,unfurnished,7.170888478512505,1.0,2.0,1-sty terrace/link house,288.46,125000.0,0.0023076923076923,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125,6406,12.923914877701906,klang,selangor,3.0,freehold,unfurnished,7.00397413672268,2.0,2.0,1-sty terrace/link house,372.73,136666.66666666666,0.0027272727272727,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126,6407,13.120363378739663,klang,selangor,3.0,freehold,unfurnished,7.170888478512505,2.0,2.0,1-sty terrace/link house,383.85,166333.33333333334,0.0023076923076923,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127,6408,12.762830066509972,kapar,selangor,3.0,freehold,unfurnished,7.170888478512505,2.0,2.0,1-sty terrace/link house,268.46,116333.33333333331,0.0023076923076923,110,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5128,6409,12.873904582205107,klang,selangor,3.0,leasehold,unfurnished,7.170888478512505,2.0,2.0,1-sty terrace/link house,300.0,130000.0,0.0023076923076923,123,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5129,6410,13.017005083966255,klang,selangor,4.0,freehold,unfurnished,7.473637108496206,3.0,2.0,1-sty terrace/link house,255.68,112500.0,0.0022727272727272,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,6411,12.936036208848487,klang,selangor,3.0,freehold,unfurnished,7.53955882930103,2.0,2.0,1-sty terrace/link house,220.74,138333.33333333334,0.001595744680851,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,6412,13.500801182986649,klang,selangor,3.0,freehold,unfurnished,8.248529124800218,2.0,2.0,1-sty terrace/link house,191.05,243333.3333333333,0.0007851347814708,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5132,6413,12.948012371209098,klang,selangor,3.0,freehold,unfurnished,7.170888478512505,2.0,2.0,1-sty terrace/link house,323.08,140000.0,0.0023076923076923,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5133,6414,12.899222326086994,port klang (pelabuhan klang),selangor,4.0,freehold,unfurnished,7.340186835320115,2.0,2.0,1-sty terrace/link house,259.74,100000.0,0.0025974025974025,193,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5134,6415,13.567050480716235,kota kinabalu,sabah,5.0,freehold,unfurnished,7.601402334583733,2.0,2.0,1-sty terrace/link house,390.0,156000.0,0.0025,128,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5135,6416,13.171155446333852,skudai,johor,3.0,freehold,unfurnished,7.340186835320115,2.0,2.0,1-sty terrace/link house,340.91,175000.0,0.0019480519480519,244,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5136,6417,13.384729180332174,tanjong karang,selangor,4.0,freehold,unfurnished,7.340186835320115,2.0,2.0,1-sty terrace/link house,422.08,162500.0,0.0025974025974025,272,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5137,6418,12.868763195921677,klang,selangor,3.0,freehold,unfurnished,7.170888478512505,2.0,2.0,1-sty terrace/link house,298.46,129333.33333333331,0.0023076923076923,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5138,6419,12.574185427296195,klang,selangor,3.0,leasehold,unfurnished,6.985641817639208,2.0,2.0,1-sty terrace/link house,267.59,96333.33333333331,0.0027777777777777,123,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5139,6421,13.487007879880162,klang,selangor,4.0,freehold,unfurnished,8.284251797621916,2.0,2.0,1-sty terrace/link house,181.82,180000.0,0.001010101010101,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5140,6422,12.706850963741102,klang,selangor,3.0,freehold,unfurnished,7.170888478512505,2.0,2.0,1-sty terrace/link house,253.85,110000.0,0.0023076923076923,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5141,6423,13.081543466215237,ujong pasir,melaka,4.0,freehold,unfurnished,7.266128779556451,2.0,2.0,1-sty terrace/link house,335.66,120000.0,0.0027972027972027,291,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5142,6424,13.591117476312084,sungai buloh,selangor,4.0,freehold,unfurnished,7.581209826196346,4.0,4.0,1-sty terrace/link house,407.65,199750.0,0.0020408163265306,252,13,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
5143,6425,12.301387370778713,penor,pahang,3.0,leasehold,unfurnished,7.060476365999801,2.0,2.0,1-sty terrace/link house,189.0,73333.33333333333,0.0025773195876288,185,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5144,6426,12.154784614286667,kampar,perak,3.0,leasehold,unfurnished,7.244941546337007,2.0,2.0,1-sty terrace/link house,135.71,63333.333333333336,0.0021428571428571,106,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5145,6427,13.157732451741687,skudai,johor,3.0,freehold,unfurnished,7.340186835320115,2.0,2.0,1-sty terrace/link house,336.36,172666.66666666666,0.0019480519480519,244,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5146,6428,12.577639650232573,skudai,johor,2.0,freehold,unfurnished,6.846943139585379,1.0,1.0,1-sty terrace/link house,308.51,145000.0,0.002127659574468,244,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5147,6429,13.68767832281738,bandar menjalara,kuala lumpur,3.0,freehold,partly furnished,7.313886831633462,2.0,5.0,1-sty terrace/link house,586.67,293333.3333333333,0.002,19,3,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
5148,6430,13.591117476312084,kepong,kuala lumpur,4.0,leasehold,unfurnished,7.208600337960199,2.0,3.0,1-sty terrace/link house,591.85,199750.0,0.0029629629629629,116,3,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
5149,6431,12.25486757159303,ipoh,perak,3.0,leasehold,unfurnished,6.985641817639208,2.0,2.0,1-sty terrace/link house,194.44,70000.0,0.0027777777777777,91,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5150,6432,13.07107218827772,bandar kinrara,selangor,3.0,leasehold,unfurnished,7.00397413672268,2.0,2.0,1-sty terrace/link house,431.82,158333.33333333334,0.0027272727272727,18,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
5151,6433,13.415032991367148,jalan ipoh,kuala lumpur,4.0,freehold,unfurnished,7.1316985104669115,2.0,3.0,1-sty terrace/link house,536.0,167499.75,0.0032,93,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5152,6434,13.384729180332174,jalan ipoh,kuala lumpur,4.0,freehold,partly furnished,7.1316985104669115,2.0,3.0,1-sty terrace/link house,520.0,162500.0,0.0032,93,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5153,6435,13.217675375388819,cheras,selangor,3.0,leasehold,unfurnished,8.109525659752872,2.0,2.0,1-sty terrace/link house,165.41,183333.3333333333,0.0009022556390977,67,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5154,6436,12.429220196836383,masjid tanah,melaka,3.0,freehold,unfurnished,7.170888478512505,2.0,2.0,1-sty terrace/link house,192.31,83333.33333333333,0.0023076923076923,160,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5155,6437,12.75130259456002,muar,johor,3.0,freehold,unfurnished,7.422373700986824,2.0,2.0,1-sty terrace/link house,206.34,115000.0,0.0017942583732057,168,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5156,6438,13.28787951079572,selayang,selangor,3.0,freehold,unfurnished,7.409136443920128,2.0,2.0,1-sty terrace/link house,357.58,196666.66666666663,0.0018181818181818,218,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5157,6440,12.73080413304066,rawang,selangor,3.0,freehold,partly furnished,7.313886831633462,2.0,3.0,1-sty terrace/link house,225.33,112666.66666666669,0.002,204,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
5158,6441,13.180634172318978,puchong,selangor,3.0,freehold,unfurnished,6.90875477931522,1.0,2.0,1-sty terrace/link house,530.0,176666.66666666666,0.003,197,13,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
5159,6442,12.989976472461,cheras,selangor,4.0,freehold,unfurnished,7.409136443920128,2.0,2.0,1-sty terrace/link house,265.45,109500.0,0.0024242424242424,67,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5160,6443,13.005831808336863,klang,selangor,3.0,freehold,partly furnished,6.90875477931522,2.0,2.0,1-sty terrace/link house,445.0,148333.33333333334,0.003,123,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,6444,12.989976472461,klang,selangor,3.0,freehold,partly furnished,6.90875477931522,2.0,2.0,1-sty terrace/link house,438.0,146000.0,0.003,123,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5162,6445,13.017005083966255,klang,selangor,3.0,freehold,partly furnished,6.803505257608338,2.0,2.0,1-sty terrace/link house,500.0,150000.0,0.0033333333333333,123,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163,6446,13.270785106659046,klang,selangor,3.0,freehold,partly furnished,7.438971592395862,2.0,2.0,1-sty terrace/link house,341.18,193333.3333333333,0.0017647058823529,123,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5164,6447,13.017005083966255,klang,selangor,3.0,freehold,partly furnished,6.90875477931522,2.0,2.0,1-sty terrace/link house,450.0,150000.0,0.003,123,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5165,6448,13.017005083966255,klang,selangor,3.0,freehold,partly furnished,6.90875477931522,2.0,2.0,1-sty terrace/link house,450.0,150000.0,0.003,123,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5166,6449,12.989976472461,klang,selangor,3.0,freehold,partly furnished,6.90875477931522,2.0,2.0,1-sty terrace/link house,438.0,146000.0,0.003,123,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5167,6450,13.591117476312084,kepong,kuala lumpur,5.0,leasehold,unfurnished,7.473637108496206,2.0,2.0,1-sty terrace/link house,453.98,159800.0,0.002840909090909,116,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5168,6451,13.085701467719382,masai,johor,3.0,freehold,unfurnished,7.3938782901077555,2.0,3.0,1-sty terrace/link house,296.62,160666.66666666666,0.0018461538461538,159,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5169,6452,12.144202560946876,kajang,selangor,2.0,leasehold,unfurnished,6.311734809152915,1.0,2.0,1-sty terrace/link house,341.82,94000.0,0.0036363636363636,105,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,6453,13.038983942375959,miri,sarawak,3.0,leasehold,partly furnished,7.0909098220799835,2.0,2.0,1-sty terrace/link house,383.33,153333.33333333334,0.0025,165,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5171,6454,13.997832948091215,serom,johor,4.0,freehold,unfurnished,8.071218539969863,2.0,2.0,1-sty terrace/link house,375.0,300000.0,0.00125,233,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,6455,12.959846800844963,klang,selangor,3.0,freehold,unfurnished,7.0909098220799835,2.0,2.0,1-sty terrace/link house,354.17,141666.66666666666,0.0025,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5173,6456,13.217675375388819,cheras,selangor,3.0,leasehold,partly furnished,8.109826276018477,2.0,2.0,1-sty terrace/link house,165.36,183333.3333333333,0.0009019843656043,67,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5174,6457,13.25339339419516,salak selatan,kuala lumpur,3.0,freehold,unfurnished,7.0909098220799835,2.0,2.0,1-sty terrace/link house,475.0,190000.0,0.0025,206,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5175,6458,12.847929163278053,skudai,johor,3.0,freehold,unfurnished,6.951772164398911,2.0,1.0,1-sty terrace/link house,363.98,126666.66666666669,0.0028735632183908,244,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5176,6459,12.644330802262578,semenyih,selangor,3.0,freehold,partly furnished,6.803505257608338,2.0,2.0,1-sty terrace/link house,344.44,103333.33333333331,0.0033333333333333,220,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
5177,6460,12.873904582205107,seri kembangan,selangor,3.0,leasehold,unfurnished,7.0909098220799835,2.0,2.0,1-sty terrace/link house,325.0,130000.0,0.0025,232,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5178,6461,12.923914877701906,miri,sarawak,3.0,leasehold,fully furnished,7.0909098220799835,2.0,2.0,1-sty terrace/link house,341.67,136666.66666666666,0.0025,165,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5179,6462,12.847929163278053,klang,selangor,5.0,freehold,unfurnished,7.438971592395862,2.0,2.0,1-sty terrace/link house,223.53,76000.0,0.0029411764705882,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5180,6463,13.098072734013513,klang,selangor,4.0,freehold,unfurnished,7.473637108496206,2.0,2.0,1-sty terrace/link house,277.27,122000.0,0.0022727272727272,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5181,6464,12.703816069256568,klang,selangor,4.0,freehold,unfurnished,7.409136443920128,2.0,2.0,1-sty terrace/link house,199.39,82250.0,0.0024242424242424,123,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5182,6465,13.112315061750808,jeram batu,johor,3.0,freehold,unfurnished,7.979681302387741,3.0,1.0,1-sty terrace/link house,169.52,165000.0,0.0010273972602739,99,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5183,6466,12.51723073716405,ipoh,perak,3.0,leasehold,unfurnished,7.0909098220799835,1.0,2.0,1-sty terrace/link house,227.5,91000.0,0.0025,91,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5184,6467,13.054086677976365,seri kembangan,selangor,3.0,leasehold,unfurnished,7.244941546337007,2.0,2.0,1-sty terrace/link house,333.57,155666.66666666666,0.0021428571428571,232,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
5185,6468,12.345838935721968,seremban jaya,negeri sembilan,3.0,freehold,unfurnished,7.340186835320115,2.0,2.0,1-sty terrace/link house,149.35,76666.66666666667,0.0019480519480519,229,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5186,6469,12.487488878546145,ipoh,perak,3.0,leasehold,unfurnished,7.244941546337007,2.0,2.0,1-sty terrace/link house,189.29,88333.33333333333,0.0021428571428571,91,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
