,Unnamed: 0,Price,District,State,Bedrooms,Tenure,Furnished Type,Size,Bathrooms,Car Slots,House Type,Price per sqft,Price per Bedroom,Room Density,District_code,State_code,Tenure_code,Furnished Type_code,House Type_code,24-Hour Security,Air Conditioner,Badminton Court,Balcony,Basketball Court,Bath Tub,Bbq,Bus Stop,Business Centre,Cafe,Clubhouse,Garage,Garden,Gym,Jacuzzi,Jogging Track,Kitchen Cabinet,Nursery,Parking,Playground,Retail Stores,Salon,Sauna,Squash Court,Swimming Pool,Tennis Courts,Wading Pool
0,0,13.429849547739444,tebrau,johor,4.0,freehold,fully furnished,7.183870715062453,3.0,2.0,apartment,516.32,170000.0,0.0030372057706909,280,0,0,0,8,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0
1,1,12.292254928916668,perling,johor,3.0,freehold,unfurnished,6.621405651764134,2.0,1.0,apartment,290.67,72666.66666666667,0.004,187,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,12.460718739865236,jalan kuching,kuala lumpur,3.0,freehold,partly furnished,6.80903930604298,2.0,1.0,apartment,285.08,86000.0,0.0033149171270718,95,3,0,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
3,3,12.577639650232573,petaling jaya,selangor,3.0,leasehold,partly furnished,6.654152520183219,2.0,1.0,apartment,374.19,96666.66666666669,0.0038709677419354,189,13,1,1,8,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0
4,4,12.765691290604371,johor bahru,johor,3.0,leasehold,unfurnished,6.983789965258135,2.0,2.0,apartment,324.68,116666.66666666669,0.0027829313543599,103,0,1,2,8,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0
5,5,12.608202196848836,gombak,kuala lumpur,3.0,freehold,unfurnished,6.85751406254539,2.0,2.0,apartment,314.74,99666.66666666669,0.0031578947368421,84,3,0,2,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1
6,6,12.388398368982115,masai,johor,3.0,freehold,partly furnished,6.670766320845874,2.0,1.0,apartment,304.57,80000.0,0.0038071065989847,159,0,0,1,8,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0
7,7,12.604852121186608,kota damansara,selangor,3.0,leasehold,unfurnished,6.647688373563329,2.0,1.0,apartment,387.01,99333.33333333331,0.0038961038961038,127,13,1,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,12.73670383776449,ulu kelang,selangor,3.0,leasehold,unfurnished,6.7464121285733745,2.0,1.0,apartment,400.0,113333.33333333331,0.0035294117647058,292,13,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,12.570719231334277,skudai,johor,3.0,freehold,unfurnished,7.030857476116121,2.0,1.0,apartment,254.87,96000.0,0.0026548672566371,244,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,10,12.727841176689147,cheras,kuala lumpur,4.0,freehold,unfurnished,7.114769448366463,2.0,2.0,apartment,274.21,84250.0,0.0032546786004882,67,3,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,13.381338829404497,melaka city,melaka,3.0,leasehold,unfurnished,7.086737934510577,3.0,2.0,apartment,542.09,215933.3333333333,0.002510460251046,161,4,1,2,8,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
12,12,12.644330802262578,shah alam,selangor,3.0,leasehold,unfurnished,6.769641976852503,2.0,2.0,apartment,356.32,103333.33333333331,0.0034482758620689,237,13,1,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
13,13,12.637858308703688,klang,selangor,3.0,freehold,unfurnished,6.90875477931522,2.0,2.0,apartment,308.0,102666.66666666669,0.003,123,13,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
14,14,12.765691290604371,subang jaya,selangor,3.0,freehold,unfurnished,6.7580945044277305,2.0,2.0,apartment,406.98,116666.66666666669,0.0034883720930232,249,13,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,15,12.706850963741102,shah alam,selangor,3.0,leasehold,unfurnished,6.769641976852503,2.0,2.0,apartment,379.31,110000.0,0.0034482758620689,237,13,1,2,8,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
16,17,12.535379989788607,rawang,selangor,3.0,freehold,partly furnished,6.80128303447162,2.0,1.0,apartment,309.58,92666.66666666669,0.0033407572383073,204,13,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,18,13.795308871054397,shah alam,selangor,3.0,freehold,fully furnished,6.9957661563048505,2.0,2.0,apartment,898.26,326666.6666666667,0.0027497708524289,237,13,0,0,8,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
18,19,12.206077645517674,seri kembangan,selangor,3.0,freehold,unfurnished,6.621405651764134,1.0,1.0,apartment,266.67,66666.66666666667,0.004,232,13,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,20,12.604852121186608,kota damansara,selangor,3.0,leasehold,unfurnished,6.647688373563329,2.0,1.0,apartment,387.01,99333.33333333331,0.0038961038961038,127,13,1,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,21,12.73670383776449,ulu kelang,selangor,3.0,leasehold,unfurnished,6.7464121285733745,2.0,1.0,apartment,400.0,113333.33333333331,0.0035294117647058,292,13,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,22,12.628070334272698,tebrau,johor,3.0,freehold,unfurnished,6.698268054115413,2.0,1.0,apartment,376.54,101666.66666666669,0.0037037037037037,280,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0
22,23,12.700771936142122,kajang,selangor,3.0,freehold,fully furnished,6.962243464266207,2.0,2.0,apartment,310.9,109333.33333333331,0.0028436018957345,105,13,0,0,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
23,24,13.369225017834633,bayan lepas,penang,3.0,freehold,unfurnished,6.90875477931522,2.0,1.0,apartment,640.0,213333.3333333333,0.003,39,7,0,2,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0
24,25,13.038983942375959,butterworth,penang,3.0,freehold,unfurnished,7.193685818395112,2.0,1.0,apartment,345.86,153333.33333333334,0.0022556390977443,63,7,0,2,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
25,26,12.577639650232573,butterworth,penang,3.0,leasehold,unfurnished,6.902742737158593,2.0,1.0,apartment,291.75,96666.66666666669,0.0030181086519114,63,7,1,2,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
26,27,12.498745990829315,puchong,selangor,3.0,freehold,partly furnished,6.784457062637643,2.0,1.0,apartment,303.51,89333.33333333333,0.0033975084937712,197,13,0,1,8,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0
27,28,12.04355959836804,sunway,selangor,3.0,leasehold,partly furnished,6.748759547491679,2.0,1.0,apartment,199.53,56666.66666666666,0.0035211267605633,263,13,1,1,8,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0
28,29,12.380030154325457,desa petaling,kuala lumpur,3.0,leasehold,partly furnished,6.7226297948554485,2.0,1.0,apartment,286.75,79333.33333333333,0.0036144578313253,75,3,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
29,30,12.73670383776449,klang,selangor,3.0,freehold,unfurnished,6.803505257608338,2.0,1.0,apartment,377.78,113333.33333333331,0.0033333333333333,123,13,0,2,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
30,31,12.81584093453868,puchong,selangor,3.0,freehold,partly furnished,6.980075940561763,2.0,1.0,apartment,342.64,122666.66666666669,0.0027932960893854,197,13,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0
31,32,13.138238695062618,selayang,selangor,3.0,leasehold,unfurnished,6.752270376141742,2.0,1.0,apartment,594.15,169333.33333333334,0.0035087719298245,218,13,1,2,8,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1
32,33,12.75130259456002,subang jaya,selangor,4.0,freehold,unfurnished,6.891625897052253,2.0,1.0,apartment,350.97,86250.0,0.0040691759918616,249,13,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
33,34,12.154784614286667,batu berendam,melaka,3.0,freehold,unfurnished,6.795705775173514,3.0,2.0,apartment,212.77,63333.333333333336,0.0033594624860022,31,4,0,2,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
34,35,12.644330802262578,kepong,kuala lumpur,3.0,leasehold,partly furnished,6.918695219020472,2.0,2.0,apartment,306.93,103333.33333333331,0.0029702970297029,116,3,1,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0
35,36,12.899222326086994,petaling jaya,selangor,4.0,leasehold,unfurnished,7.432483807917119,3.0,2.0,apartment,236.83,100000.0,0.0023682652457075,189,13,1,2,8,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0
36,37,12.577639650232573,cheras,selangor,3.0,freehold,unfurnished,6.962243464266207,2.0,2.0,apartment,274.88,96666.66666666669,0.0028436018957345,67,13,0,2,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
37,38,12.54254845357358,bukit jalil,kuala lumpur,3.0,freehold,partly furnished,6.694562058521095,2.0,1.0,apartment,346.96,93333.33333333331,0.0037174721189591,51,3,0,1,8,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
38,39,11.652696102959753,seri kembangan,selangor,3.0,leasehold,unfurnished,6.52795791762255,2.0,2.0,apartment,168.37,38333.333333333336,0.0043923865300146,232,13,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,40,12.75130259456002,jelutong,penang,3.0,freehold,fully furnished,6.55250788703459,2.0,1.0,apartment,492.86,115000.0,0.0042857142857142,97,7,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,41,12.611541086966115,puchong,selangor,3.0,freehold,partly furnished,6.82001636467413,2.0,1.0,apartment,327.87,100000.0,0.0032786885245901,197,13,0,1,8,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0
41,42,12.524530013005734,semenyih,selangor,3.0,freehold,fully furnished,6.90875477931522,2.0,2.0,apartment,275.0,91666.66666666669,0.003,220,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,43,12.54254845357358,port dickson,negeri sembilan,3.0,freehold,partly furnished,6.7464121285733745,2.0,2.0,apartment,329.41,93333.33333333331,0.0035294117647058,192,5,0,1,8,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0
43,44,12.676079399771027,shah alam,selangor,2.0,leasehold,partly furnished,6.775366090936392,2.0,2.0,apartment,365.71,160000.0,0.0022857142857142,237,13,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0
44,45,12.54254845357358,bukit jalil,kuala lumpur,2.0,freehold,partly furnished,6.594413459749778,2.0,1.0,apartment,383.56,140000.0,0.0027397260273972,51,3,0,1,8,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,46,12.779875885354993,butterworth,penang,3.0,freehold,fully furnished,6.792344427470809,2.0,1.0,apartment,398.88,118333.33333333331,0.0033707865168539,63,7,0,0,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
46,47,12.04355959836804,sunway,selangor,3.0,leasehold,unfurnished,6.748759547491679,2.0,1.0,apartment,199.53,56666.66666666666,0.0035211267605633,263,13,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
47,48,13.017005083966255,wangsa maju,kuala lumpur,4.0,leasehold,unfurnished,7.569927655242652,2.0,1.0,apartment,232.2,112500.0,0.002063983488132,296,3,1,2,8,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0
48,49,13.270785106659046,cheras,kuala lumpur,4.0,freehold,unfurnished,7.2991214627108,2.0,2.0,apartment,392.42,145000.0,0.0027063599458728,67,3,0,2,8,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0
49,50,12.691583538230217,sunway,selangor,3.0,freehold,partly furnished,6.82001636467413,2.0,1.0,apartment,355.19,108333.33333333331,0.0032786885245901,263,13,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,51,12.745488641595722,bandar sungai long,selangor,3.0,freehold,partly furnished,6.80903930604298,2.0,2.0,apartment,379.01,114333.33333333331,0.0033149171270718,22,13,0,1,8,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
51,52,12.894209796826232,kepong,kuala lumpur,3.0,leasehold,unfurnished,7.186144304522325,2.0,1.0,apartment,301.52,132666.66666666666,0.0022727272727272,116,3,1,2,8,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0
52,53,12.721888795877375,puchong,selangor,3.0,freehold,partly furnished,7.155396301896734,2.0,1.0,apartment,261.72,111666.66666666669,0.00234375,197,13,0,1,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,54,11.918397239722838,tambun,perak,3.0,leasehold,unfurnished,6.597145701886651,2.0,2.0,apartment,204.92,50000.0,0.0040983606557377,268,8,1,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54,55,12.345838935721968,seremban,negeri sembilan,3.0,leasehold,fully furnished,7.244941546337007,3.0,1.0,apartment,164.29,76666.66666666667,0.0021428571428571,227,5,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
55,56,12.429220196836383,sungai buloh,selangor,3.0,leasehold,partly furnished,6.658011045870748,2.0,1.0,apartment,321.34,83333.33333333333,0.0038560411311053,252,13,1,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,57,12.989976472461,tebrau,johor,3.0,freehold,fully furnished,6.9411900550683745,2.0,1.0,apartment,424.01,146000.0,0.0029041626331074,280,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,58,13.304686600863562,tebrau,johor,2.0,freehold,fully furnished,6.860663671448287,2.0,1.0,apartment,629.59,300000.0,0.0020986358866736,280,0,0,0,8,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
58,59,13.122365377402328,johor bahru,johor,3.0,freehold,fully furnished,6.9411900550683745,3.0,2.0,apartment,484.03,166666.66666666666,0.0029041626331074,103,0,0,0,8,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
59,60,12.345838935721968,setapak,kuala lumpur,2.0,leasehold,partly furnished,6.478509642208569,1.0,1.0,apartment,353.85,115000.0,0.003076923076923,234,3,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
60,61,12.94323910384853,butterworth,penang,3.0,freehold,fully furnished,6.951772164398911,2.0,1.0,apartment,400.38,139333.33333333334,0.0028735632183908,63,7,0,0,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
61,62,12.73670383776449,cheras,kuala lumpur,3.0,freehold,unfurnished,7.114769448366463,2.0,2.0,apartment,276.65,113333.33333333331,0.0024410089503661,67,3,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,63,12.847929163278053,puchong,selangor,3.0,leasehold,fully furnished,6.952728644624869,3.0,2.0,apartment,363.64,126666.66666666669,0.0028708133971291,197,13,1,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
63,65,12.367345048436391,tampoi,johor,3.0,freehold,unfurnished,6.932447891572509,2.0,1.0,apartment,229.49,78333.33333333333,0.0029296875,269,0,0,2,8,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
64,66,12.721888795877375,bukit baru,melaka,4.0,freehold,unfurnished,7.151485463904735,2.0,1.0,apartment,262.75,83750.0,0.0031372549019607,50,4,0,2,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0
65,67,12.326079872504838,bandar sungai long,selangor,3.0,freehold,unfurnished,6.957497370876951,2.0,2.0,apartment,214.76,75166.66666666667,0.0028571428571428,22,13,0,2,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
66,68,13.102162710901053,perling,johor,3.0,freehold,fully furnished,6.831953565565855,2.0,1.0,apartment,529.16,163333.33333333334,0.0032397408207343,187,0,0,0,8,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1
67,69,12.821260987319457,wangsa maju,kuala lumpur,4.0,freehold,partly furnished,6.920671504248683,2.0,1.0,apartment,365.61,92500.0,0.0039525691699604,296,3,0,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
68,70,13.017005083966255,gelang patah,johor,2.0,freehold,partly furnished,6.249975242259483,1.0,2.0,apartment,870.41,225000.0,0.0038684719535783,80,0,0,1,8,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0
69,71,13.579789490265188,johor bahru,johor,4.0,freehold,partly furnished,7.313886831633462,3.0,1.0,apartment,526.67,197500.0,0.0026666666666666,103,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
70,72,12.506180941677357,kajang,selangor,3.0,freehold,partly furnished,6.962243464266207,2.0,2.0,apartment,255.92,90000.0,0.0028436018957345,105,13,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
71,73,12.560247968016562,subang jaya,selangor,3.0,freehold,unfurnished,6.666956792429207,2.0,1.0,apartment,363.06,95000.0,0.0038216560509554,249,13,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
72,74,12.971542813248437,subang jaya,selangor,3.0,freehold,partly furnished,6.9167150203536085,2.0,1.0,apartment,426.59,143333.33333333334,0.0029761904761904,249,13,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
73,75,12.570719231334277,puchong,selangor,3.0,freehold,partly furnished,6.803505257608338,2.0,1.0,apartment,320.0,96000.0,0.0033333333333333,197,13,0,1,8,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
74,76,12.861001210669146,bukit jalil,kuala lumpur,2.0,freehold,partly furnished,6.90875477931522,2.0,1.0,apartment,385.0,192500.0,0.002,51,3,0,1,8,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
75,77,13.180634172318978,kota damansara,selangor,3.0,leasehold,unfurnished,7.048386408721883,2.0,1.0,apartment,460.87,176666.66666666666,0.0026086956521739,127,13,1,2,8,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
76,78,12.354496960983985,ampang,selangor,3.0,leasehold,unfurnished,6.7464121285733745,2.0,2.0,apartment,272.94,77333.33333333333,0.0035294117647058,3,13,1,2,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,79,12.611541086966115,puchong,selangor,3.0,freehold,unfurnished,6.82001636467413,2.0,1.0,apartment,327.87,100000.0,0.0032786885245901,197,13,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
78,80,13.017005083966255,klang,selangor,4.0,freehold,unfurnished,7.741099090035366,4.0,2.0,apartment,195.65,112500.0,0.0017391304347826,123,13,0,2,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
79,81,12.34148164933907,kepong,selangor,3.0,leasehold,partly furnished,6.920671504248683,2.0,1.0,apartment,226.28,76333.33333333333,0.0029644268774703,116,13,1,1,8,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
80,82,12.587931300962664,kota damansara,selangor,3.0,leasehold,unfurnished,6.747586526829315,2.0,1.0,apartment,344.3,97666.66666666669,0.0035252643948296,127,13,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81,83,13.017005083966255,skudai,johor,3.0,leasehold,partly furnished,7.052721049232323,2.0,2.0,apartment,389.61,150000.0,0.0025974025974025,244,0,1,1,8,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0
82,84,12.577639650232573,klang,selangor,3.0,freehold,unfurnished,7.048386408721883,2.0,1.0,apartment,252.17,96666.66666666669,0.0026086956521739,123,13,0,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
83,86,12.706850963741102,jelutong,penang,3.0,freehold,fully furnished,6.55250788703459,2.0,2.0,apartment,471.43,110000.0,0.0042857142857142,97,7,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
84,87,12.506180941677357,teluk kumbar,penang,3.0,freehold,partly furnished,6.55250788703459,2.0,1.0,apartment,385.71,90000.0,0.0042857142857142,284,7,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
85,88,12.73080413304066,bukit jambul,penang,3.0,freehold,partly furnished,6.55250788703459,2.0,1.0,apartment,482.86,112666.66666666669,0.0042857142857142,52,7,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,89,13.217675375388819,bayan lepas,penang,3.0,freehold,unfurnished,7.00397413672268,2.0,1.0,apartment,500.0,183333.3333333333,0.0027272727272727,39,7,0,2,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0
87,90,12.84265212010087,puchong,selangor,3.0,freehold,partly furnished,6.7464121285733745,2.0,1.0,apartment,444.71,126000.0,0.0035294117647058,197,13,0,1,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
88,91,12.873904582205107,segambut,kuala lumpur,3.0,freehold,partly furnished,7.079184394609668,2.0,1.0,apartment,328.84,130000.0,0.0025295109612141,215,3,0,1,8,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1
89,92,11.289794413577894,damansara damai,selangor,3.0,leasehold,partly furnished,6.478509642208569,2.0,2.0,apartment,123.08,26666.666666666668,0.0046153846153846,70,13,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,93,12.468440756144114,kl city centre,kuala lumpur,3.0,freehold,unfurnished,6.523562306149512,2.0,2.0,apartment,382.35,86666.66666666667,0.0044117647058823,120,3,0,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,94,12.73670383776449,puchong,selangor,3.0,freehold,partly furnished,6.803505257608338,2.0,2.0,apartment,377.78,113333.33333333331,0.0033333333333333,197,13,0,1,8,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0
92,95,12.768544351446794,tampoi,johor,3.0,freehold,partly furnished,6.952728644624869,2.0,1.0,apartment,335.89,117000.0,0.0028708133971291,269,0,0,1,8,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
93,96,12.896719202134523,subang jaya,selangor,3.0,freehold,partly furnished,6.898714534329988,2.0,1.0,apartment,403.03,133000.0,0.003030303030303,249,13,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
94,97,12.896719202134523,subang jaya,selangor,3.0,freehold,partly furnished,6.840546529288687,2.0,1.0,apartment,427.19,133000.0,0.0032119914346895,249,13,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
95,98,13.321215875492413,kuching,sarawak,3.0,leasehold,fully furnished,7.176254532017144,3.0,2.0,apartment,466.72,203333.3333333333,0.0022953328232593,147,12,1,0,8,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
96,99,12.388398368982115,seri kembangan,selangor,3.0,freehold,unfurnished,6.77078942390898,2.0,1.0,apartment,275.55,80000.0,0.0034443168771526,232,13,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
97,100,12.821260987319457,puchong,selangor,3.0,freehold,partly furnished,6.803505257608338,2.0,1.0,apartment,411.11,123333.33333333331,0.0033333333333333,197,13,0,1,8,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1
